Satellite,Day (human),Day (ordinal),Start Time (UTC),Band(s),Main Artifact,2nd Artifact,Comments,Lat/Lon,Line/Element,16-panel Imagery Link,Level-1b Path
GOES-17,02/09/2020,2020040,18:00:32,15,Sharkfin,,FD,"18N,165W","1765,1338",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200209/fd/16panel/medium/16panel_2020040_180032_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_02_09_040/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020040180032*.nc
GOES-17,02/09/2020,2020040,20:30:32,14,Sharkfin,,FD,"29N,165W","1243,1464",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200209/fd/16panel/medium/16panel_2020040_202032_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_02_09_040/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020040203032*.nc
GOES-17,02/10/2020,2020041,01:20:31,"11,12",Sharkfin,,FD,"22S,165W","3859,1374",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200210/fd/16panel/medium/16panel_2020041_012031_WESTB_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_02_10_041/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020041012031*.nc
GOES-17,02/10/2020,2020041,02:00:31,10,Sharkfin,,FD,"32S,155W","4327,1908",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200210/fd/16panel/medium/16panel_2020041_020031_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_02_10_041/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020041020031*.nc
GOES-17,02/10/2020,2020041,02:10:31,6,Sharkfin,,FD,"23S,165W","3907,1386",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200210/fd/16panel/medium/16panel_2020041_021031_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_02_10_041/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020041021031*.nc
GOES-17,02/10/2020,2020041,02:10:31,10,Sharkfin,,FD,"28N,165W","1285,1446",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200210/fd/16panel/medium/16panel_2020041_021031_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_02_10_041/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020041021031*.nc
GOES-17,02/10/2020,2020041,07:50:31,10,Sharkfin,,FD,"22S,165W","3859,1374",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200210/fd/16panel/medium/16panel_2020041_075031_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_02_10_041/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020041075031*.nc
GOES-16,02/15/2020,2020046,21:20:20,"10,11",Sharkfin,,FD,"48S,80W","4921,2538",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200215/fd/16panel/medium/16panel_2020046_212020_EASTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_02_15_046/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020046212020*.nc
GOES-16,02/16/2020,2020047,05:00:20,"10,11,12,15",Sharkfin,,FD,"48S,105W","4891,1728",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200216/fd/16panel/medium/16panel_2020047_050020_EASTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_02_16_047/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020047050020*.nc
GOES-16,02/16/2020,2020047,19:30:20,"13,14",Sharkfin,,FD,"50S,90W","4975,2220",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200216/fd/16panel/medium/16panel_2020047_193020_EASTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_02_16_047/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020047193020*.nc
GOES-17,02/16/2020,2020047,19:20:32,16,Sharkfin,,FD,"47S,145W","4891,2430",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200216/fd/16panel/medium/16panel_2020047_192032_WESTB_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_02_16_047/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020047192032*.nc
GOES-16,02/17/2020,2020048,16:50:20,"7,10,15,16",Sharkfin,,FD,"47S,90W","4885,2184",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200217/fd/16panel/medium/16panel_2020048_165020_EASTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_02_17_048/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020048165020*.nc
GOES-17,02/17/2020,2020048,07:50:31,"14,15",Sharkfin,,FD,"48S,150W","4921,2262",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200217/fd/16panel/medium/16panel_2020048_075031_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_02_17_048/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020048075031*.nc
GOES-17,02/18/2020,2020049,00:30:31,12,Sharkfin,,FD,"47S,160W","4873,1920",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200218/fd/16panel/medium/16panel_2020049_003031_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_02_18_049/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020049003031*.nc
GOES-17,02/19/2020,2020050,21:20:31,9,Sharkfin,,FD,"43N,165W","691,1692",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200219/fd/16panel/medium/16panel_2020050_212031_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_02_19_050/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020050212031*.nc
GOES-17,02/20/2020,2020051,18:15:31,12,Sharkfin,,FD,"47S,160W","4873,1920",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200220/fd/16panel/medium/16panel_2020051_181531_WESTA_FD_M3_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_02_20_051/abi/L1b/RadF/OR_ABI-L1b-RadF-M3C??_G17_s2020051181531*.nc
GOES-17,04/02/2020,2020093,18:40:32,16,Sharkfin,,FD,"47S,150W","4885,2256",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200402/fd/16panel/medium/16panel_2020093_184032_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_04_02_093/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020093184032*.nc
GOES-17,04/05/2020,2020096,14:00:32,9,Sharkfin?,,FD,"60N,130W","211,2892",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200405/fd/16panel/medium/16panel_2020096_140032_WESTB_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_04_05_096/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020096140032*.nc
GOES-17,04/08/2020,2020099,18:40:32,7,Sharkfin,,FD,"15N,165W","1915,1308",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200408/fd/16panel/medium/16panel_2020099_184032_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_04_08_099/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020099184032*.nc
GOES-17,04/13/2020,2020104,03:40:31,14,Sharkfin,,FD,"48N,153W","511,2166",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200413/fd/16panel/medium/16panel_2020104_034031_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_04_13_104/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020104034031*.nc
GOES-16,04/14/2020,2020105,20:40:16,"13,14",Sharkfin?,,FD,"58S,80W","5179,2580",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200414/fd/16panel/medium/16panel_2020105_204016_EASTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_04_14_105/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020105204016*.nc
GOES-17,04/14/2020,2020105,01:10:31,"14,16",Sharkfins,,FD,"47S,150W","4885,2256",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200414/fd/16panel/medium/16panel_2020105_011031_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_04_14_105/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020105011031*.nc
GOES-17,04/14/2020,2020105,01:10:31,15,Sharkfin?,,FD,"47S,150W","4885,2256",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200414/fd/16panel/medium/16panel_2020105_011031_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_04_14_105/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020105011031*.nc
GOES-17,04/21/2020,2020112,20:00:32,15,Sharkfin?,,FD,"30S,180W","4195,960",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200421/fd/16panel/medium/16panel_2020112_200032_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_04_21_112/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020112200032*.nc
GOES-17,04/22/2020,2020113,15:50:32,15,Sharkfin?,,FD,"70S,135W","5359,2748",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200422/fd/16panel/medium/16panel_2020113_155032_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_04_22_113/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020113155032*.nc
GOES-16,05/02/2020,2020123,18:30:14,14,Sharkfin,,FD,"32N,105W","1117,1428",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200502/fd/16panel/medium/16panel_2020123_183014_EASTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_05_02_123/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020123183014*.nc
GOES-16,05/02/2020,2020123,22:10:14,7,Sharkfin,,FD,"60S,80W","5215,2586",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200502/fd/16panel/medium/16panel_2020123_221014_EASTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_05_02_123/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020123221014*.nc
GOES-17,05/06/2020,2020127,05:20:31,7,Sharkfin,,FD,"43N,170W","703,1536",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200506/fd/16panel/medium/16panel_2020127_052031_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_05_06_127/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020127052031*.nc
GOES-16,05/07/2020,2020128,06:10:14,11,Sharkfin,,FD,"28N,95W","1273,1782",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200507/fd/16panel/medium/16panel_2020128_061014_EASTB_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_05_07_128/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020128061014*.nc
GOES-16,05/07/2020,2020128,21:30:14,"11,12",Sharkfin,,FD,"7N,95W","2329,1644",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200507/fd/16panel/medium/16panel_2020128_213014_EASTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_05_07_128/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020128213014*.nc
GOES-17,05/07/2020,2020128,19:50:32,11,unusual feature,,FD,"15S,170W","3505,1098",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200507/fd/16panel/medium/16panel_2020128_195032_WESTB_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_05_07_128/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020128195032*.nc
GOES-17,05/07/2020,2020128,21:00:31,8,Sharkfin?,,FD,"35S,165W","4435,1554",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200507/fd/16panel/medium/16panel_2020128_210031_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_05_07_128/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020128210031*.nc
GOES-16,05/12/2020,2020133,13:40:14,8,Sharkfin,,FD,"58S,83W","5173,2496",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200512/fd/16panel/medium/16panel_2020133_134014_EASTB_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_05_12_133/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020133134014*.nc
GOES-17,05/25/2020,2020146,18:00:32,12,Sharkfin?,,FD,"60S,135W","5215,2766",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200525/fd/16panel/medium/16panel_2020146_180032_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_05_25_146/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020146180032*.nc
GOES-16,05/28/2020,2020149,10:00:16,11,Sharkfin?,,FD,"43N,90W","667,2142",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200528/fd/16panel/medium/16panel_2020149_100016_EASTB_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_05_28_149/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020149100016*.nc
GOES-17,05/30/2020,2020151,14:20:32,9,Sharkfin,,FD,"48S,150W","4921,2262",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200530/fd/16panel/medium/16panel_2020151_142032_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_05_30_151/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020151142032*.nc
GOES-16,06/24/2020,2020176,17:50:20,12,Sharkfin,,FD,"48S,80W","4921,2538",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200624/fd/16panel/medium/16panel_2020176_175020_EASTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_06_24_176/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020176175020*.nc
GOES-17,06/27/2020,2020179,09:10:32,"11,12",Sharkfin?,,FD,"23N,152W","1501,1968",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200627/fd/16panel/medium/16panel_2020179_091032_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_06_27_179/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020179091032*.nc
GOES-17,06/28/2020,2020180,17:20:32,9,Sharkfin,,FD,"48S,160W","4903,1938",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200628/fd/16panel/medium/16panel_2020180_172032_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_06_28_180/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020180172032*.nc
GOES-16,07/04/2020,2020186,23:50:21,13,Sharkfin,,FD,"58S,90W","5167,2316",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200704/fd/16panel/medium/16panel_2020186_235021_EASTB_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_07_04_186/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020186235021*.nc
GOES-17,08/19/2020,2020232,04:20:31,16,Sharkfin,,FD,"44N,155W","637,2046",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200819/fd/16panel/medium/16panel_2020232_042031_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_08_19_232/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020232042031*.nc
GOES-17,09/05/2020,2020249,01:20:31,"11,12",Sharkfin?,,FD,"43S,150W","4759,2220",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200905/fd/16panel/medium/16panel_2020249_012031_WESTB_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_09_05_249/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020249012031*.nc
GOES-17,09/06/2020,2020250,02:20:31,"10,11,12",Sharkfin,,FD,"58N,135W","247,2766",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200906/fd/16panel/medium/16panel_2020250_022031_WESTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_09_06_250/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020250022031*.nc
GOES-16,09/11/2020,2020255,15:20:19,13,Sharkfin,,FD,"23N,105W","1519,1302",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200911/fd/16panel/medium/16panel_2020255_152019_EASTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_11_255/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020255152019*.nc
GOES-16,09/11/2020,2020255,18:50:19,7,Sharkfin?,,FD,"29S,118W","4153,936",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200911/fd/16panel/medium/16panel_2020255_185019_EASTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_11_255/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020255185019*.nc
GOES-16,09/12/2020,2020256,22:20:18,7,Sharkfin,,FD,"42S,90W","4723,2130",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200912/fd/16panel/medium/16panel_2020256_222018_EASTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_12_256/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020256222018*.nc
GOES-16,09/13/2020,2020257,08:20:18,10,Sharkfin,,FD,"48N,95W","517,2034",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200913/fd/16panel/medium/16panel_2020257_082018_EASTB_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_13_257/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020257082018*.nc
GOES-16,09/13/2020,2020257,17:30:18,13,Sharkfin,,FD,"33S,105W","4351,1446",http://data.ssec.wisc.edu/abi/imagery/GOES-16/20200913/fd/16panel/medium/16panel_2020257_173018_EASTA_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes16/2020/2020_09_13_257/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G16_s2020257173018*.nc
GOES-17,09/13/2020,2020257,17:00:32,12,Sharkfin,,FD,"50S,155W","4969,2124",http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200913/fd/16panel/medium/16panel_2020257_170032_WESTB_FD_M6_B12345678910111213141516_0016PANELS.GIF,/arcdata/goes/grb/goes17/2020/2020_09_13_257/abi/L1b/RadF/OR_ABI-L1b-RadF-M6C??_G17_s2020257170032*.nc
GOES-17,09/14/2021,2020258,11:26:17,"9,10,11,12,13,14,15",caterpillar,,CONUS,,,http://data.ssec.wisc.edu/abi/imagery/GOES-17/20200914/conus/16panel/medium/16panel_2020258_112617_WESTA_CONUS_M6_B12345678910111213141516_0016PANELS.GIF,